ts_code,has_index_basic,name,fullname,market,publisher,index_type,category,base_date,base_point,list_date,weight_rule,desc,exp_date,created_at,updated_at
930662.CSI,t,CS现代农,中证现代农业主题指数,CSI,中证指数有限公司,,主题指数,2010-12-31,1000.0000,2015-07-13,其他,中证现代农业主题指数从沪深市场中选取30只业务涉及农产品、种业、饲料、动物保健与育种、畜牧产品、渔业产品与农业机械等领域的上市公司证券作为指数样本，以反映沪深市场现代农业主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930697.CSI,t,家用电器,中证全指家用电器指数,CSI,中证指数有限公司,,三级行业指数,2004-12-31,1000.0000,2015-07-07,其他,为反映中证全指指数样本中不同行业公司证券的整体表现，为投资者提供分析工具，将中证全指指数样本按中证行业分类分为11个一级行业、35个二级行业、90余个三级行业及200余个四级行业，再以进入各一、二、三、四级行业的全部证券作为样本编制指数，形成中证全指行业指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930701.CSI,t,CS京津冀,中证京津冀协同发展主题指数,CSI,中证指数有限公司,,主题指数,2012-12-31,1000.0000,2015-07-09,其他,中证京津冀协同发展主题指数结合各地特色经济、国企改革、重点项目等特点，从相关受益板块中选取较具京津冀代表性的证券作为指数样本，以反映京津冀主题的整体走势。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930707.CSI,t,中证畜牧,中证畜牧养殖指数,CSI,中证指数有限公司,,主题指数,2011-12-31,1000.0000,2015-07-13,其他,中证畜牧养殖指数选取涉及畜禽饲料、畜禽药物以及畜禽养殖等业务的上市公司证券作为样本，以反映畜牧养殖相关上市公司的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930708.CSI,t,中证有色,中证有色金属指数,CSI,中证指数有限公司,,主题指数,2013-12-31,1000.0000,2015-07-13,其他,中证有色金属指数选取涉及有色金属采选、有色金属冶炼与加工业务的上市公司作为样本，以反映有色金属类相关上市公司的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930712.CSI,t,CS物联网,中证物联网主题指数,CSI,中证指数有限公司,,主题指数,2012-06-29,1000.0000,2015-07-31,其他,中证物联网主题指数选取业务涉及物联网信息的采集、传输提供基础资源与技术支持以及应用物联网的上市公司证券作为指数样本，以反映物联网相关上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930713.CSI,t,CS人工智,中证人工智能主题指数,CSI,中证指数有限公司,,主题指数,2012-06-29,1000.0000,2015-07-31,其他,中证人工智能主题指数选取50只业务涉及为人工智能提供基础资源、技术以及应用支持的上市公司证券作为指数样本，以反映人工智能主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930715.CSI,t,CS朝阳88,中证朝阳永续超预期88指数,CSI,中证指数有限公司,,主题指数,2012-01-31,1000.0000,2015-08-05,其他,中证朝阳永续超预期88指数从分析师行为、上市公司业绩预告以及研究报告文本挖掘三个维度筛选出具有超预期线索的股票，并依据一致预期净利变化、一致预期盈利能力变化以及一致预期成长性三类因子综合打分，选取综合评分最高的88只股票作为成份股，以追求更优的收益风险特征。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930716.CSI,t,CS物流,中证现代物流指数,CSI,中证指数有限公司,,主题指数,2011-12-30,1000.0000,2015-07-31,其他,中证现代物流指数选取业务涉及快递、综合物流、仓储服务、运输服务等货物流通领域的50只上市公司证券作为指数样本，以反映物流产业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930719.CSI,t,CS精准医,中证精准医疗主题指数,CSI,中证指数有限公司,,主题指数,2012-06-29,1000.0000,2015-08-05,其他,中证精准医疗主题指数从从事疾病筛查与诊断、数据解读、个性化治疗与用药以及其它与精准医疗相关的上市公司中，选取市值较大的不超过50只上市公司作为样本，以反映精准医疗主题的上市公司的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930720.CSI,t,CS互医疗,中证互联网医疗主题指数,CSI,中证指数有限公司,,主题指数,2012-06-29,1000.0000,2015-08-05,其他,中证互联网医疗主题指数选取为医疗信息化、智能化提供硬件、软件或服务的代表性公司作为样本，以反映互联网医疗主题相关公司的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930721.CSI,t,CS智汽车,中证智能汽车主题指数,CSI,中证指数有限公司,,主题指数,2012-06-29,1000.0000,2015-08-05,其他,中证智能汽车主题指数选取为智能汽车提供终端感知、平台应用的公司，以及其他受益于智能汽车的代表性公司作为样本，以反映智能汽车产业公司的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930723.CSI,t,沪港深F100,中证锐联沪港深基本面100指数,CSI,中证指数有限公司,,策略指数,2014-11-14,3000.0000,2015-08-05,其他,中证锐联沪港深基本面100指数以沪深交易所和香港联合交易所互联互通机制规定范围内可交易的100只沪深市场证券及香港市场证券为样本，样本的权重由基本面价值决定，在一定程度上打破了样本市值与其权重之间的关联，避免了传统市值加权指数中过多配置高估值证券的现象。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930725.CSI,t,CS车联网,中证车联网主题指数,CSI,中证指数有限公司,,主题指数,2010-12-31,1000.0000,2015-08-05,其他,中证车联网主题指数将内容与服务提供商、软件提供商、硬件提供商、汽车厂商等相关上市公司纳入车联网主题，以反映车联网上市公司的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930726.CSI,t,CS生医,中证生物医药指数,CSI,中证指数有限公司,,主题指数,2012-06-29,1000.0000,2015-08-05,其他,中证生物医药指数选取提供细胞医疗、基因测序、血液制品、生物技术药物、疫苗、体外诊断等产品和服务的上市公司证券作为指数样本，以反映生物医药上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930734.CSI,t,360互联+,中证360互联网+大数据100指数,CSI,中证指数有限公司,,主题指数,2012-12-31,1000.0000,2015-08-10,其他,中证360互联网+大数据100指数是由大成基金管理有限公司定制开发的量化策略指数，通过引入搜索因子构建多因子模型，并选取评分最高的100只股票，采用等权重计算。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930738.CSI,t,四川国改,中证四川国企改革指数,CSI,中证指数有限公司,,主题指数,2011-12-31,1000.0000,2018-07-10,其他,中证四川国企改革指数从注册地位于四川省的中央企业、地方国有企业、以及四川省国资（含地州市）控制或能施加重大影响的上市公司中，选取市值规模较大、盈利能力较强、盈利质量较好的上市公司证券为指数样本，以反映四川省国有企业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930740.CSI,t,300红利低波,沪深300红利低波动指数,CSI,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2018-12-04,其他,沪深300红利低波动指数从沪深300指数样本中选取50只连续分红、股息率较高且波动率较低的证券作为指数样本，采用股息率加权，以反映沪深300指数样本中股息率较高且波动率较低上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930743.CSI,t,中证生科,中证生物科技主题指数,CSI,中证指数有限公司,,主题指数,2011-12-31,1000.0000,2015-08-26,其他,中证生物科技主题指数选取涉及基因诊断、生物制药、血液制品及其他人体生物科技的上市公司证券作为指数样本，以反映生物科技类上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930748.CSI,t,沪深300USD,沪深300美元指数,CSI,中证指数有限公司,,规模指数,2004-12-31,1000.0000,2015-11-06,其他,依据样本稳定性和动态跟踪相结合的原则，每半年审核一次沪深300指数样本，并根据审核结果调整指数样本。一般在每年5月和11月的下旬审核沪深300指数样本，样本调整实施时间分别为每年6月和12月的第二个星期五的下一交易日。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930749.CSI,t,沪深300USD(CNH),沪深300美元指数(CNH),CSI,中证指数有限公司,,规模指数,2004-12-31,1000.0000,2015-11-06,其他,依据样本稳定性和动态跟踪相结合的原则，每半年审核一次沪深300指数样本，并根据审核结果调整指数样本。一般在每年5月和11月的下旬审核沪深300指数样本，样本调整实施时间分别为每年6月和12月的第二个星期五的下一交易日。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930758.CSI,t,凤凰50,中证浙江凤凰行动50指数,CSI,中证指数有限公司,,策略指数,2012-12-31,1000.0000,2018-11-21,其他,中证浙江凤凰行动50指数从沪深市场的浙江省上市公司证券中选取50只盈利增速高、股息率高且市盈率低的证券作为指数样本，以反映沪深市场浙江省内高分红和高成长的上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930767.CSI,t,沪深300优选,沪深300AH优选指数,CSI,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2015-12-10,其他,沪深300AH优选指数反映在沪深300指数上使用AH价格优选投资策略的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930781.CSI,t,中证影视,中证影视主题指数,CSI,中证指数有限公司,,主题指数,2012-06-29,1000.0000,2016-02-04,其他,中证影视主题指数选取影视内容提供商（包括影视制作、网络剧制作和动漫制作等）、发行商、渠道商，以及其他受益于影视发展的上市公司证券作为指数样本，为投资者提供更多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930782.CSI,t,500SNLV,中证500行业中性低波动指数,CSI,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2016-02-04,其他,中证500行业中性低波动指数在中证500指数二级行业内选取低波动特征的证券作为指数样本，在保持行业中性的同时，行业内证券采用波动率倒数加权。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930790.CSI,t,CS娱乐TI,中证娱乐主题指数,CSI,中证指数有限公司,,主题指数,2012-12-31,1000.0000,2016-03-22,其他,中证娱乐主题指数选取涉及旅游、影视动漫、电子游戏、体育、图书、彩票等娱乐相关产业的上市公司证券作为指数样本，为投资者提供更多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930791.CSI,t,CS医药TI,中证医药主题指数,CSI,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2016-03-22,其他,中证医药主题指数选取医药卫生与药品零售行业的上市公司证券作为指数样本，为投资者提供更多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930796.CSI,t,全球中国互联网(CNY),中证全球中国互联网指数(人民币),CSI,中证指数有限公司,,主题指数,2013-12-31,1000.0000,2016-04-22,其他,中证全球中国互联网指数从全球上市的中国内地公司证券中选取市值较大的30只互联网公司证券作为指数样本，以反映全球上市中国互联网公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930820.CSI,t,CS高端制,中证高端制造主题指数,CSI,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2016-05-11,其他,中证高端制造主题指数选取涉及航天航空与国防、通信设备、半导体产品、生物科技、西药、电子设备与仪器、汽车、电脑与外围设备等领域的上市公司证券作为指数样本，为投资者提供更多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930821.CSI,t,中证VR,中证虚拟现实主题指数,CSI,中证指数有限公司,,主题指数,2012-06-29,1000.0000,2016-05-11,其他,中证虚拟现实主题指数选取50只服务虚拟现实的硬件提供商、软件及系统提供商、内容制作和提供商、渠道、应用和分发平台等领域的上市公司证券作为指数样本，反映虚拟现实主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930838.CSI,t,CS高股息,中证高股息精选指数,CSI,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2016-06-08,其他,中证高股息精选指数从沪深A股中选取100只流动性好、连续分红、股息率高、盈利持续且具有成长性的股票作为指数样本股，采用股息率加权，以反映沪深A股市场股息率高、盈利持续且具有成长性的股票的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930850.CSI,t,智能制造,中证智能制造主题指数,CSI,中证指数有限公司,,主题指数,2012-06-29,1000.0000,2016-07-20,其他,中证智能制造主题指数选取为智能制造提供关键技术装备和核心支撑软件，以及应用智能制造进行生产的上市公司证券作为指数样本，以反映智能制造主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930851.CSI,t,云计算,中证云计算与大数据主题指数,CSI,中证指数有限公司,,主题指数,2012-06-29,1000.0000,2016-07-20,其他,中证云计算与大数据主题指数选取50只业务涉及提供云计算服务、大数据服务以及上述服务相关硬件设备的上市公司证券作为指数样本，以反映云计算与大数据主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930875.CSI,t,空天军工,中证空天一体军工指数,CSI,中证指数有限公司,,主题指数,2011-06-30,1000.0000,2016-08-17,其他,中证空天一体军工指数选取主营业务与空天一体战略高度相关的上市公司或相关细分领域的龙头上市公司证券作为指数样本，包括但不限于飞行器、动力及控制系统、预警系统、武器装备系统、C4ISR系统、军工数字化、军用航空航天材料以及其他与空天一体战略相关的技术，以反映空天一体战略相关的上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930882.CSI,t,CS珠三角,中证珠三角沿海区域发展主题指数,CSI,中证指数有限公司,,主题指数,2012-12-31,1000.0000,2016-08-17,其他,中证珠三角沿海区域发展主题指数根据总市值、净利润增长率和营业总收入三项指标，选取沪深两市中注册地在广东、福建、广西的最具代表性的100只股票作为样本股，采用等权重加权方式，以反映珠三角沿海区域股票的整体走势，并为投资者提供新的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930901.CSI,t,动漫游戏,中证动漫游戏指数,CSI,中证指数有限公司,,主题指数,2012-12-31,1000.0000,2016-10-18,其他,中证动漫游戏指数选取主营业务涉及动画、漫画、游戏等相关细分娱乐产业的上市公司证券作为指数样本，以反映动漫游戏产业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930902.CSI,t,中证数据,中证大数据产业指数,CSI,中证指数有限公司,,主题指数,2012-12-31,1000.0000,2016-10-18,其他,中证大数据产业指数选取业务涉及大数据存储设备、大数据分析技术、大数据运营平台、大数据生产、大数据应用等领域的上市公司证券作为指数样本，以反映大数据产业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930903.CSI,t,中证A股,中证A股指数,CSI,中证指数有限公司,,综合指数,1999-12-31,1000.0000,2016-10-18,其他,中证A股指数选取上海证券交易所、深圳证券交易所和北京证券交易所市场符合条件的A股作为指数样本，反映A股价格的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930910.CSI,t,农牧渔,中证全指农牧渔指数,CSI,中证指数有限公司,,二级行业指数,2004-12-31,1000.0000,2016-12-12,其他,为反映中证全指指数样本中不同行业公司证券的整体表现，为投资者提供分析工具，将中证全指指数样本按中证行业分类分为11个一级行业、35个二级行业、90余个三级行业及200余个四级行业，再以进入各一、二、三、四级行业的全部证券作为样本编制指数，形成中证全指行业指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930917.CSI,t,SHS高股息(CNY),中证沪港深高股息指数(人民币),CSI,中证指数有限公司,,主题指数,2014-11-14,3000.0000,2016-12-28,其他,中证沪港深高股息指数从沪深A股以及符合港股通条件的港股中选取100只流动性好、连续分红、股息率高的股票作为指数样本股，采用股息率加权，以反映沪港深三地市场股息率高的股票整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930927.CSI,t,CR基石,中证财新锐联基石经济指数,CSI,中证指数有限公司,,主题指数,2005-06-30,1000.0000,2016-12-23,其他,中证财新锐联基石经济指数依据企业规模评分、财务健康评分以及低风险评分，对上市公司证券进行逐层筛选，最终选取300只上市公司证券作为指数样本，以反映兼具经济规模和低风险特征的上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930928.CSI,t,CR新动能,中证财新锐联新动能指数,CSI,中证指数有限公司,,主题指数,2013-06-28,1000.0000,2016-12-23,其他,中证财新锐联新动能指数依据财务健康评分和非固定资产占比评分，从新经济相关行业中选取300只上市公司证券作为指数样本，以反映新经济相关上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930937.CSI,t,稳健成长,中证中信稳健成长策略指数,CSI,中证指数有限公司,,策略指数,2006-12-29,1000.0000,2017-01-18,其他,中证中信稳健成长策略指数选取兼顾成长性和估值优势的上市公司证券作为指数样本，为投资者提供更多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930938.CSI,t,500成长估值,中证500成长估值指数,CSI,中证指数有限公司,,策略指数,2009-12-31,1000.0000,2018-12-04,其他,中证500成长估值指数由中证500指数中兼具预期净利提升与低估值特性的股票构成，采用等权重加权方式计算，为投资者追求更优风险收益提供投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930939.CSI,t,500质量成长,中证500质量成长指数,CSI,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2018-11-21,其他,中证500质量成长指数从中证500指数样本中选取100只盈利能力较高、盈利可持续、现金流量较为充沛且具备成长性的上市公司证券作为指数样本，为投资者提供多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930955.CSI,t,红利低波100,中证红利低波动100指数,CSI,中证指数有限公司,,策略指数,2005-12-30,1000.0000,2017-05-26,其他,中证红利低波动100指数选取100只流动性好、连续分红、股息率高且波动率低的上市公司证券作为指数样本，采用股息率/波动率加权，以反映股息率高且波动率低的上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930986.CSI,t,金融科技,中证金融科技主题指数,CSI,中证指数有限公司,,主题指数,2014-06-30,1000.0000,2017-06-22,其他,中证金融科技主题指数选取产品与服务涉及金融科技相关领域的上市公司证券作为指数样本，以反映金融科技主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930997.CSI,t,新能源车,中证新能源汽车产业指数,CSI,中证指数有限公司,,主题指数,2014-12-31,1000.0000,2017-07-19,其他,中证新能源汽车产业指数选取50只业务涉及新能源整车、电机电控、锂电设备、电芯电池、电池材料等新能源汽车产业的上市公司证券作为指数样本，反映新能源汽车产业龙头上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
930999.CSI,t,SHS大湾区(CNY),中证沪港深粤港澳大湾区发展主题指数(CNY),CSI,中证指数有限公司,,主题指数,2016-12-30,1000.0000,2017-07-19,其他,中证粤港澳大湾区发展主题指数反映受益于粤港澳大湾区发展相关上市公司的整体表现。该指数系列包含中证港股通粤港澳大湾区发展主题指数、中证沪港深粤港澳大湾区发展主题指数和中证粤港澳大湾区发展主题指数，分别从港股通合资格证券范围、沪港深三地上市公司及内地市场中的粤港澳大湾区企业中选取符合湾区发展主题的最大50只香港市场证券、最大100家公司及最大100只内地市场证券作为指数样本，并结合湾区经济发展特点和样本空间内科技类证券权重调整科技证券行业因子，以使指数样本中科技类证券权重与待选空间中科技类证券占比接近。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
931000.CSI,t,大湾区,中证粤港澳大湾区发展主题指数,CSI,中证指数有限公司,,主题指数,2016-12-30,1000.0000,2017-07-19,其他,中证粤港澳大湾区发展主题指数反映受益于粤港澳大湾区发展相关上市公司的整体表现。该指数系列包含中证港股通粤港澳大湾区发展主题指数、中证沪港深粤港澳大湾区发展主题指数和中证粤港澳大湾区发展主题指数，分别从港股通合资格证券范围、沪港深三地上市公司及内地市场中的粤港澳大湾区企业中选取符合湾区发展主题的最大50只香港市场证券、最大100家公司及最大100只内地市场证券作为指数样本，并结合湾区经济发展特点和样本空间内科技类证券权重调整科技证券行业因子，以使指数样本中科技类证券权重与待选空间中科技类证券占比接近。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
931008.CSI,t,汽车指数,中证全指汽车指数,CSI,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2013-07-15,其他,中证全指汽车指数从中证全指指数中选取与汽车主题相对应的上市公司证券作为指数样本，以反映该主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
931009.CSI,t,建筑材料,中证全指建筑材料指数,CSI,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2013-07-15,其他,中证全指建筑材料指数从中证全指指数中选取业务涉及建筑材料领域的上市公司证券作为指数样本，以反映该主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
931021.CSI,t,家电龙头,中证家电龙头指数,CSI,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2017-10-17,其他,中证家电龙头指数选取主营业务涉及家用电器相关领域的代表性上市公司证券作为指数样本，包括但不限于白色家电、黑色家电、小家电、照明电器、厨卫电器及家电零部件，以反映家电龙头上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
931023.CSI,t,北京50,中证北京50指数,CSI,中证指数有限公司,,主题指数,2012-12-31,1000.0000,2017-10-30,其他,中证北京50指数选取50只市值最大的北京市地方国有企业以及北京市的科技和文化产业上市公司证券作为指数样本，以反映北京市属国企和科技文化产业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
931033.CSI,t,杭州湾区,中证杭州湾区指数,CSI,中证指数有限公司,,主题指数,2009-12-31,1000.0000,2017-11-08,其他,中证杭州湾区指数从环杭州湾区域中选取100只流动性好、盈利能力高且兼具成长性的上市公司证券作为指数样本，以反映环杭州湾区域上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
931039.CSI,t,银行AH,中证银行AH价格优选指数,CSI,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2017-12-06,其他,中证AH价格优选指数系列包括中证A100AH价格优选指数、中证银行AH价格优选指数、中证证券AH价格优选指数、中证证券保险AH价格优选指数、中证能源AH价格优选指数、中证中央企业AH价格优选指数及中证国有企业AH价格优选指数，分别反映在中证A100、证券公司、中证银行、800证保、中证能源、央企100及国企200指数上使用AH价格优选投资策略的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
931052.CSI,t,国信价值,中证国信价值指数,CSI,中证指数有限公司,,策略指数,2007-06-29,1000.0000,2017-12-08,其他,中证国信价值指数是从具有长期价值增长，即持续稳定的ROE大于资本机会成本的公司中，选取EP排名前100家公司作为最终样本，以反映价值类公司的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
931053.CSI,t,高股息策略,中证中信高股息策略指数,CSI,中证指数有限公司,,策略指数,2008-12-31,1000.0000,2017-12-11,其他,中证中信高股息策略指数选取80只流动性好、盈利稳定且预期股息率较高的证券作为指数样本，采用预期股息率调整市值加权，以反映盈利稳定且预期股息率较高的上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
931066.CSI,t,军工龙头,中证军工龙头指数,CSI,中证指数有限公司,,主题指数,2012-12-31,1000.0000,2018-02-05,其他,中证军工龙头指数选取业务涉及军工产品和服务的30只上市公司证券作为指数样本，以反映军工领域龙头上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
931067.CSI,t,绩优策略,中证申万绩优策略指数,CSI,中证指数有限公司,,策略指数,2005-06-30,1000.0000,2018-02-14,其他,中证申万绩优策略指数从连续两年净资产收益率大于10%的上市公司证券中选取不超过100只最新净资产收益率最高的证券作为指数样本，为投资者提供更多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
931068.CSI,t,消费龙头,中证消费龙头指数,CSI,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2018-11-21,其他,中证消费龙头指数从可选消费与主要消费等行业的上市公司中选取规模大、经营质量好的50只证券作为指数样本，以反映消费龙头上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
931069.CSI,t,中金300,中证中金优选300指数,CSI,中证指数有限公司,,策略指数,2008-12-31,1000.0000,2018-02-14,其他,中证中金优选300指数从沪深市场中按照中证二级行业筛选出各行业内规模、流动性和营业收入整体水平靠前的证券作为待选样本，然后从中选取ROE相对较高且稳定、分红能力较高同时兼具成长性的300只上市公司证券作为指数样本，为投资者提供更多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
