rank_by_30d_vol,ts_code,csname,extname,cname,index_code,index_name,setup_date,list_date,list_status,exchange,mgr_name,custod_name,mgt_fee,etf_type,matched_days,first_matched_trade_date,latest_matched_trade_date,vol_30d,amount_30d,avg_vol_30d,latest_close,latest_vol,latest_amount,api_name,fetched_at
67,159852.SZ,嘉实中证软件服务ETF,软件ETF嘉实,嘉实中证软件服务交易型开放式指数证券投资基金,930601.CSI,中证软件服务指数,2021-01-29,2021-02-09,L,SZ,嘉实基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,176851329.6800,14348261.5187,5895044.322666666667,0.7590,7002697.0000,533863.4496,etf_basic,2026-06-03 21:44:08.972707+08
68,512710.SH,富国中证军工龙头ETF,军工龙头ETF富国,富国中证军工龙头交易型开放式指数证券投资基金,931066.CSI,中证军工龙头指数,2019-07-23,2019-08-26,L,SH,富国基金,中国建设银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,176782383.1200,13476597.0960,5892746.104000000000,0.6860,5994945.0000,412301.0350,etf_basic,2026-06-03 21:44:08.972707+08
69,513750.SH,广发中证港股通非银ETF,港股通非银ETF广发,广发中证港股通非银行金融主题交易型开放式指数证券投资基金,931024.CSI,中证港股通非银行金融主题指数,2023-11-10,2023-11-27,L,SH,广发基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,171896533.0300,27114818.5450,5729884.434333333333,1.5210,3109976.0000,472915.8400,etf_basic,2026-06-03 21:44:08.972707+08
70,512400.SH,南方中证申万有色金属ETF,有色金属ETF南方,南方中证申万有色金属交易型开放式指数证券投资基金,000819.SH,中证申万有色金属指数,2017-08-03,2017-09-01,L,SH,南方基金,中国工商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,170514321.2700,35573117.2010,5683810.709000000000,2.0320,6251298.7200,1270392.9510,etf_basic,2026-06-03 21:44:08.972707+08
71,159351.SZ,嘉实中证A500ETF,A500ETF嘉实,嘉实中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,2024-09-20,2024-10-15,L,SZ,嘉实基金,兴业银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,164687432.1400,21242744.1585,5489581.071333333333,1.3050,4924870.2200,646681.5196,etf_basic,2026-06-03 21:44:08.972707+08
72,159316.SZ,易方达恒生港股通创新药ETF,港股通创新药ETF易方达,易方达恒生港股通创新药交易型开放式指数证券投资基金,HSSCID.HI,恒生港股通创新药指数,2025-03-18,2025-03-26,L,SZ,易方达基金,招商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,163024630.7700,19236785.8062,5434154.359000000000,1.0260,5804163.0000,598939.0183,etf_basic,2026-06-03 21:44:08.972707+08
73,513380.SH,广发恒生科技(QDII-ETF),恒生科技ETF广发,广发恒生科技交易型开放式指数证券投资基金(QDII),HSTECH.HI,恒生科技指数,2022-04-27,2022-05-12,L,SH,广发基金,中信银行股份有限公司,0.500000,QDII,30,2026-04-20,2026-06-03,162446362.0300,9321005.9070,5414878.734333333333,0.5810,4682421.0000,273259.8030,etf_basic,2026-06-03 21:44:08.972707+08
74,520980.SH,汇添富恒生港股通中国科技ETF,港股通科技ETF汇添富,汇添富恒生港股通中国科技交易型开放式指数证券投资基金,HSSCT.HI,恒生港股通中国科技指数,2025-06-18,2025-07-02,L,SH,汇添富基金,兴业银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,160599998.3200,14994543.4740,5353333.277333333333,0.9690,5640267.0000,549199.3890,etf_basic,2026-06-03 21:44:08.972707+08
75,512760.SH,国泰CES半导体芯片行业ETF,芯片ETF国泰,国泰CES半导体芯片行业交易型开放式指数证券投资基金,990001.OTH,中华交易服务半导体芯片行业指数,2019-05-16,2019-06-12,L,SH,国泰基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,156243561.2300,17210766.0460,5208118.707666666667,1.1580,6663744.2000,773047.8040,etf_basic,2026-06-03 21:44:08.972707+08
76,513040.SH,易方达中证港股通互联网ETF,港股通互联网ETF易方达,易方达中证港股通互联网交易型开放式指数证券投资基金,931637.CSI,中证港股通互联网指数,2023-05-31,2023-06-12,L,SH,易方达基金,华泰证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,148524609.9600,16150555.1360,4950820.332000000000,1.0430,5008967.5000,525025.2590,etf_basic,2026-06-03 21:44:08.972707+08
77,159217.SZ,港股通创新药ETF工银,港股通创新药ETF工银,工银瑞信国证港股通创新药交易型开放式指数证券投资基金,987018.SZ,国证港股通创新药指数,2025-03-26,2025-04-03,L,SZ,工银瑞信基金,广发证券股份有限公司,0.400000,纯境内,30,2026-04-20,2026-06-03,147512117.7600,17487427.2862,4917070.592000000000,1.0400,4835074.0000,507542.7642,etf_basic,2026-06-03 21:44:08.972707+08
78,159928.SZ,汇添富中证主要消费ETF,消费ETF,中证主要消费交易型开放式指数证券投资基金,000932.SH,中证主要消费指数,2013-08-23,2013-09-16,L,SZ,汇添富基金,中国工商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,147268440.2400,10453675.0161,4908948.008000000000,0.6700,6409244.0000,427991.4987,etf_basic,2026-06-03 21:44:08.972707+08
79,159509.SZ,景顺长城纳斯达克科技ETF(QDII),纳指科技ETF景顺,景顺长城纳斯达克科技市值加权交易型开放式指数证券投资基金(QDII),NDXTMC.NASDAQ,纳斯达克科技市值加权指数,2023-07-19,2023-08-08,L,SZ,景顺长城基金,招商银行股份有限公司,0.800000,QDII,30,2026-04-20,2026-06-03,146379781.5400,37392685.4682,4879326.051333333333,2.8700,4568706.2200,1307537.0186,etf_basic,2026-06-03 21:44:08.972707+08
80,513100.SH,国泰纳斯达克100(QDII-ETF),纳指ETF国泰,纳斯达克100交易型开放式指数证券投资基金,NDX.NASDAQ,纳斯达克100指数,2013-04-25,2013-05-15,L,SH,国泰基金,中国建设银行股份有限公司,0.600000,QDII,30,2026-04-20,2026-06-03,141828016.3100,29942211.8830,4727600.543666666667,2.2990,5047053.1100,1165822.5450,etf_basic,2026-06-03 21:44:08.972707+08
81,159981.SZ,建信能源化工期货ETF,能源化工ETF建信,建信易盛郑商所能源化工期货交易型开放式指数证券投资基金,000201.CZCE,易盛郑商所能源化工指数A,2019-12-13,2020-01-17,L,SZ,建信基金,中国农业银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,137257926.4300,22782819.2033,4575264.214333333333,1.6490,2164314.0000,355744.5417,etf_basic,2026-06-03 21:44:08.972707+08
82,510310.SH,易方达沪深300ETF,沪深300ETF易方达,易方达沪深300交易型开放式指数发起式证券投资基金,000300.SH,沪深300指数,2013-03-06,2013-03-25,L,SH,易方达基金,中国建设银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,135707637.4200,64299544.0870,4523587.914000000000,4.8070,2057721.8000,992393.1910,etf_basic,2026-06-03 21:44:08.972707+08
83,515790.SH,华泰柏瑞中证光伏产业ETF,光伏ETF华泰柏瑞,华泰柏瑞中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,2020-12-07,2020-12-18,L,SH,华泰柏瑞基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,135680518.1600,14911573.2390,4522683.938666666667,1.0650,4617907.0000,494880.3830,etf_basic,2026-06-03 21:44:08.972707+08
84,510210.SH,上证综指ETF,上证指数ETF富国,上证综指交易型开放式指数证券投资基金,000001.SH,上证综合指数,2011-01-30,2011-03-25,L,SH,富国基金,中国工商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,135316556.8500,14014584.4250,4510551.895000000000,1.0290,5362134.6300,551577.5980,etf_basic,2026-06-03 21:44:08.972707+08
85,588790.SH,博时科创板人工智能ETF,科创AIETF博时,博时上证科创板人工智能交易型开放式指数证券投资基金,950180.CSI,上证科创板人工智能指数,2024-12-31,2025-01-09,L,SH,博时基金,国投证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,134889257.3700,12656586.3440,4496308.579000000000,0.9270,5175486.2100,482172.4860,etf_basic,2026-06-03 21:44:08.972707+08
86,513160.SH,科技30,港股科技ETF银华,银华恒生港股通中国科技交易型开放式指数证券投资基金,HSSCT.HI,恒生港股通中国科技指数,2022-01-17,2022-02-09,L,SH,银华基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,134387195.1500,13814204.4800,4479573.171666666667,1.0670,4460639.0000,478647.6760,etf_basic,2026-06-03 21:44:08.972707+08
87,159851.SZ,华宝中证金融科技主题ETF,金融科技ETF华宝,华宝中证金融科技主题交易型开放式指数证券投资基金,930986.CSI,中证金融科技主题指数,2021-03-04,2021-03-19,L,SZ,华宝基金,中国建设银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,130815980.3700,9495565.7980,4360532.679000000000,0.6680,6057464.8200,410826.3440,etf_basic,2026-06-03 21:44:08.972707+08
88,563800.SH,广发中证A500ETF,A500ETF广发,广发中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,2024-11-11,2024-11-18,L,SH,广发基金,中国银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,130618179.5800,16803959.3190,4353939.319333333333,1.3020,4065152.7700,530549.3900,etf_basic,2026-06-03 21:44:08.972707+08
89,159387.SZ,国泰创业板新能源ETF,创业板新能源ETF国泰,国泰创业板新能源交易型开放式指数证券投资基金,399266.SZ,创业板新能源指数,2025-05-28,2025-06-10,L,SZ,国泰基金,广发证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,129578655.9100,12160537.0900,4319288.530333333333,0.9280,4204899.0000,393064.5237,etf_basic,2026-06-03 21:44:08.972707+08
90,588220.SH,科创100ETF基金,科创100ETF鹏华,鹏华上证科创板100交易型开放式指数证券投资基金,000698.SH,上证科创板100指数,2023-09-06,2023-09-15,L,SH,鹏华基金,广发证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,128362008.0400,22575190.7950,4278733.601333333333,1.7810,3669133.9300,655620.2460,etf_basic,2026-06-03 21:44:08.972707+08
91,159819.SZ,易方达中证人工智能主题ETF,人工智能ETF易方达,易方达中证人工智能主题交易型开放式指数证券投资基金,930713.CSI,中证人工智能主题指数,2020-07-27,2020-09-23,L,SZ,易方达基金,中国工商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,125377867.7300,23970897.3158,4179262.257666666667,2.0380,5495611.3400,1123093.1101,etf_basic,2026-06-03 21:44:08.972707+08
92,563220.SH,富国中证A500ETF,A500ETF富国,富国中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,2024-09-25,2024-10-15,L,SH,富国基金,国投证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,124631532.5700,16712346.2730,4154384.419000000000,1.3560,5058497.7200,688098.9690,etf_basic,2026-06-03 21:44:08.972707+08
93,562800.SH,嘉实中证稀有金属主题ETF,稀有金属ETF嘉实,嘉实中证稀有金属主题交易型开放式指数证券投资基金,930632.CSI,中证稀有金属主题指数,2021-09-15,2021-09-27,L,SH,嘉实基金,中国银河证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,122196650.5400,13638571.0220,4073221.684666666667,1.0740,3766565.0000,403663.3550,etf_basic,2026-06-03 21:44:08.972707+08
94,159101.SZ,华夏国证港股通科技ETF,港股通科技ETF华夏,华夏国证港股通科技交易型开放式指数证券投资基金,987008.SZ,国证港股通科技指数,2025-08-26,2025-09-03,L,SZ,华夏基金,中信银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,122041935.1600,9710786.0513,4068064.505333333333,0.7770,3494803.0800,273008.7705,etf_basic,2026-06-03 21:44:08.972707+08
95,159796.SZ,汇添富中证电池主题ETF,电池ETF汇添富,汇添富中证电池主题交易型开放式指数证券投资基金,931719.CSI,中证电池主题指数,2022-03-03,2022-03-14,L,SZ,汇添富基金,中国银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,119442435.3700,13296482.6302,3981414.512333333333,1.0640,3734675.6000,399118.5989,etf_basic,2026-06-03 21:44:08.972707+08
96,563230.SH,富国中证卫星产业ETF,卫星ETF富国,富国中证卫星产业交易型开放式指数证券投资基金,931594.CSI,中证卫星产业指数,2025-09-04,2025-09-17,L,SH,富国基金,中信建投证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,117765258.9300,17880010.7800,3925508.631000000000,1.3660,3058196.3500,416540.8040,etf_basic,2026-06-03 21:44:08.972707+08
97,159919.SZ,嘉实沪深300ETF,沪深300ETF嘉实,嘉实沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,2012-05-07,2012-05-28,L,SZ,嘉实基金,中国银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,117576350.5000,59835309.3661,3919211.683333333333,5.1720,2111527.6500,1095260.9535,etf_basic,2026-06-03 21:44:08.972707+08
98,588060.SH,广发科创50ETF,科创50ETF广发,广发上证科创板50成份交易型开放式指数证券投资基金,000688.SH,上证科创板50成份指数,2021-07-15,2021-07-29,L,SH,广发基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,117032580.0300,12618814.1270,3901086.001000000000,1.0980,4311020.0400,475183.5360,etf_basic,2026-06-03 21:44:08.972707+08
99,159766.SZ,富国中证旅游主题ETF,旅游ETF富国,富国中证旅游主题交易型开放式指数证券投资基金,930633.CSI,中证旅游主题指数,2021-07-15,2021-07-23,L,SZ,富国基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,116266477.5600,7439415.3720,3875549.252000000000,0.5940,2627764.7100,156346.4849,etf_basic,2026-06-03 21:44:08.972707+08
100,159865.SZ,国泰中证畜牧养殖ETF,养殖ETF国泰,国泰中证畜牧养殖交易型开放式指数证券投资基金,930707.CSI,中证畜牧养殖指数,2021-03-01,2021-03-08,L,SZ,国泰基金,浙商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,116130649.3300,6869524.2371,3871021.644333333333,0.5350,2454467.0000,131037.2958,etf_basic,2026-06-03 21:44:08.972707+08
101,159781.SZ,易方达中证科创创业50ETF,科创创业ETF易方达,易方达中证科创创业50交易型开放式指数证券投资基金,931643.CSI,中证科创创业50指数,2021-06-28,2021-07-05,L,SZ,易方达基金,中国工商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,112924952.2500,13720208.6015,3764165.075000000000,1.3230,5901562.4400,783220.1903,etf_basic,2026-06-03 21:44:08.972707+08
102,159869.SZ,华夏中证动漫游戏ETF,游戏ETF华夏,华夏中证动漫游戏交易型开放式指数证券投资基金,930901.CSI,中证动漫游戏指数,2021-02-25,2021-03-05,L,SZ,华夏基金,中国民生银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,112312120.3700,14168200.5117,3743737.345666666667,1.1240,2943122.8500,332238.5867,etf_basic,2026-06-03 21:44:08.972707+08
103,515980.SH,华富中证人工智能产业ETF,人工智能ETF华富,华富中证人工智能产业交易型开放式指数证券投资基金,931071.CSI,中证人工智能产业指数,2019-12-24,2020-02-10,L,SH,华富基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,111948406.7600,12192243.1440,3731613.558666666667,1.1780,4996467.9600,590552.6780,etf_basic,2026-06-03 21:44:08.972707+08
104,518880.SH,华安黄金ETF,黄金ETF华安,华安易富黄金交易型开放式证券投资基金,Au99.99.SGE,黄金9999,2013-07-18,2013-07-29,L,SH,华安基金,中国建设银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,109977494.9200,106035226.0940,3665916.497333333333,9.2810,3254876.0000,3024667.4110,etf_basic,2026-06-03 21:44:08.972707+08
105,159201.SZ,华夏国证自由现金流ETF,自由现金流ETF华夏,华夏国证自由现金流交易型开放式指数证券投资基金,980092.SZ,国证自由现金流指数,2025-02-19,2025-02-27,L,SZ,华夏基金,中泰证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,108949462.4100,13913785.2334,3631648.747000000000,1.2220,2871686.3400,349972.5563,etf_basic,2026-06-03 21:44:08.972707+08
106,588760.SH,广发上证科创板人工智能ETF,科创人工智能ETF广发,广发上证科创板人工智能交易型开放式指数证券投资基金,950180.CSI,上证科创板人工智能指数,2025-01-15,2025-01-23,L,SH,广发基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,107196093.1500,9524308.9170,3573203.105000000000,0.8780,3540686.7700,312100.6450,etf_basic,2026-06-03 21:44:08.972707+08
107,159842.SZ,券商ETF,券商ETF银华,银华中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,2021-03-03,2021-03-19,L,SZ,银华基金,招商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,106978053.8700,10812969.7768,3565935.129000000000,0.9840,3389097.0100,333624.8726,etf_basic,2026-06-03 21:44:08.972707+08
108,159605.SZ,广发中证海外中国互联网30(QDII-ETF),中概互联ETF广发,广发中证海外中国互联网30交易型开放式指数证券投资基金(QDII),930604.CSI,中证海外中国互联网30指数,2021-11-24,2021-12-02,L,SZ,广发基金,中国建设银行股份有限公司,0.500000,QDII,30,2026-04-20,2026-06-03,105755878.2500,9323575.9335,3525195.941666666667,0.8520,3316576.9200,284030.2798,etf_basic,2026-06-03 21:44:08.972707+08
